StudioTestName	ParticipantName	[Gender]Value	RecordingName	RecordingDate	RecordingDuration	MediaName	RecordingTimestamp	LocalTimeStamp	StudioEvent	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	PupilLeft	PupilRight	ValidityLeft	ValidityRight	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		70	10:19:52.719								1	933	539	958	473	945	506	2.78	3.00	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		87	10:19:52.736		1		Fixation	83			2	962	504	959	483	960	493	2.72	2.82	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		103	10:19:52.753		1		Fixation	83			3	926	501	958	489	942	495	2.76	2.89	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		120	10:19:52.769		1		Fixation	83			4	899	516	912	504	905	510	2.75	2.87	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		137	10:19:52.786		1		Fixation	83			5	588	582	618	586	603	584	2.68	2.95	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		153	10:19:52.803		1		Fixation	83			6	291	678	305	647	298	662	2.76	2.87	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		170	10:19:52.819		1		Fixation	83			7	-79	729	23	691	-28	710	2.71	2.90	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		187	10:19:52.836		2		Fixation	333			8	-309	825	-241	655	-275	740	2.74	2.86	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		203	10:19:52.853		2		Fixation	333			9	-330	738	-215	664	-272	701	2.79	2.80	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		220	10:19:52.869		2		Fixation	333			10	-323	742	-258	675	-290	708	2.80	2.82	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		237	10:19:52.886		2		Fixation	333			11	-321	736	-235	665	-278	700	2.79	2.84	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		253	10:19:52.903		2		Fixation	333			12	-251	711	-201	788	-226	749	2.66	2.76	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		270	10:19:52.919		2		Fixation	333			13	-253	751	-233	703	-243	727	2.70	2.78	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		287	10:19:52.936		2		Fixation	333			14	-285	760	-200	720	-242	740	2.65	2.84	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		303	10:19:52.953		2		Fixation	333			15	-307	731	-199	710	-253	720	2.62	2.80	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		320	10:19:52.969		2		Fixation	333			16	-255	765	-205	708	-230	736	2.64	2.89	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		337	10:19:52.986		2		Fixation	333			17	-334	742	-199	709	-266	725	2.63	2.83	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		353	10:19:53.003		2		Fixation	333			18	-289	727	-206	709	-247	718	2.60	2.79	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		370	10:19:53.019		2		Fixation	333			19	-318	736	-229	722	-273	729	2.65	2.82	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		387	10:19:53.036		2		Fixation	333			20	-311	739	-229	689	-270	714	2.64	2.78	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		403	10:19:53.053		2		Fixation	333			21	-330	732	-209	708	-269	720	2.63	2.76	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		420	10:19:53.069		2		Fixation	333			22	-313	742	-224	716	-268	729	2.60	2.80	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		437	10:19:53.086		2		Fixation	333			23	-313	727	-222	701	-267	714	2.64	2.81	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		453	10:19:53.102		2		Fixation	333			24	-298	754	-237	690	-267	722	2.59	2.79	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		470	10:19:53.119		2		Fixation	333			25	-301	734	-239	706	-270	720	2.58	2.79	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		487	10:19:53.136		2		Fixation	333			26	-272	717	-198	735	-235	726	2.56	2.81	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		503	10:19:53.152		2		Fixation	333			27	-260	705	-167	672	-213	688	2.63	2.78	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		520	10:19:53.169		3		Fixation	216			28	-192	735	-116	688	-154	711	2.61	2.79	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		536	10:19:53.186		3		Fixation	216			29	-199	729	-135	685	-167	707	2.66	2.72	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		553	10:19:53.202		3		Fixation	216			30	-179	727	-157	700	-168	713	2.68	2.77	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		570	10:19:53.219		3		Fixation	216			31	-217	724	-151	698	-184	711	2.57	2.80	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		586	10:19:53.236		3		Fixation	216			32	-201	720	-133	666	-167	693	2.62	2.79	0	0	
UnInformative A	ANCAT77	F	ANCAT77	5/29/2012	325897		603	10:19:53.252		3		Fixation	216			33	-201	744	-137	678	-169	711	2.63	2.82	0	0	
